country,quarter,gdp % ch,cpi,share prices,neer,ind_prod,int_rate,3-MONTH U.S. DEP. LIBOR,Brent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1991Q1,3.20,3.39611,40.0268,96.77,60.63,7.00,6.87,27.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1991Q2,3.01,3.46413,42.5643,94.90,60.89,7.00,6.17,19.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1991Q3,4.47,3.49503,39.3863,95.04,60.70,7.5,5.84,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1991Q4,3.65,2.98552,34.4398,95.98,60.43,7.69,5.05,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1992Q1,3.42,4.03105,34.8879,96.08,60.37,8.00,4.25,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1992Q2,3.96,4.08889,33.5314,96.19,61.52,8.00,4.08,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1992Q3,1.58,3.90102,27.8956,97.91,59.24,8.36,3.47,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1992Q4,0.71,4.09956,26.5035,100.01,58.54,8.00,3.63,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1993Q1,-0.30,3.87486,26.1137,100.57,59.23,7.29,3.26,18.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1993Q2,0.10,3.70054,26.3969,99.77,58.24,6.25,3.22,19.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1993Q3,0.72,3.44634,32.0025,99.68,58.88,5.83,3.25,16.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1993Q4,0.74,3.48805,35.7903,100.37,59.38,5.25,3.42,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1994Q1,3.65,3.09478,38.2449,99.34,60.08,5.00,3.56,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1994Q2,1.99,2.93714,34.9335,99.76,60.60,4.5,4.47,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1994Q3,1.43,3.03359,36.0279,101.09,61.05,4.5,4.97,18.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1994Q4,3.62,2.77249,34.2816,101.32,63.30,4.5,5.96,17.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1995Q1,1.81,2.46583,32.2544,103.62,64.23,4.48,6.29,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1995Q2,2.73,2.53333,33.0417,105.04,65.43,4.00,6.12,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1995Q3,1.94,2.12934,33.083,104.06,64.15,3.5,5.89,15.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1995Q4,1.22,1.87781,30.902,104.31,63.77,3.23,5.85,16.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1996Q1,2.94,1.90509,35.0526,103.43,63.21,3.00,5.40,16.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1996Q2,3.03,1.87303,36.6243,102.06,62.98,2.5,5.52,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1996Q3,2.79,1.11531,34.2699,102.49,65.70,2.5,5.59,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1996Q4,1.79,2.48755,36.3782,101.71,64.63,2.5,5.54,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1997Q1,1.15,1.67787,39.5317,100.16,66.35,2.5,5.58,23.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1997Q2,0.97,1.40186,41.3926,99.49,66.80,2.5,5.83,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1997Q3,2.06,1.13144,46.3831,98.17,69.45,2.5,5.72,19.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1997Q4,3.07,1.02683,41.9914,99.10,70.14,2.5,5.92,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1998Q1,4.15,1.05613,46.4121,98.56,72.07,2.5,5.67,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1998Q2,4.50,1.0204,50.6911,99.21,73.41,2.5,5.79,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1998Q3,2.78,0.88845,40.6703,99.99,74.92,2.5,5.60,12.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1998Q4,2.91,0.721311,37.2216,100.91,74.56,2.5,5.28,12.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1999Q1,2.45,0.457227,37.5885,99.89,74.65,3.00,5.00,11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1999Q2,2.39,0.358429,40.5286,98.75,77.11,2.5,5.07,16.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1999Q3,5.10,0.456627,38.2997,98.29,78.12,2.5,5.44,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,1999Q4,3.28,0.97651,37.8963,97.72,82.49,3.00,6.14,21.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2000Q1,5.47,1.62207,36.6533,96.63,81.20,3.5,6.11,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2000Q2,4.22,2.15924,37.1175,95.60,84.81,4.25,6.62,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2000Q3,2.62,2.90754,37.9207,95.02,86.49,4.5,6.70,25.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2000Q4,2.56,2.88729,35.767,94.37,88.39,4.75,6.69,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2001Q1,2.61,2.82932,38.1654,95.91,88.52,4.75,5.34,26.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2001Q2,0.27,3.09272,39.6099,94.79,87.32,4.5,4.18,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2001Q3,0.63,2.60881,38.4422,95.17,88.16,3.75,3.45,24.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2001Q4,0.01,2.13212,36.0389,95.15,87.59,3.25,2.14,20.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2002Q1,0.92,1.93256,40.1127,94.80,87.09,3.25,1.90,18.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2002Q2,2.68,1.78514,42.5467,95.46,89.85,3.25,1.90,26.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2002Q3,2.02,1.71577,36.5972,96.51,88.34,3.25,1.81,26.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2002Q4,1.16,1.77647,36.3701,96.76,88.64,2.75,1.55,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2003Q1,0.88,1.76735,38.0188,98.27,90.46,2.5,1.33,31.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2003Q2,0.77,1.17984,41.4048,99.67,89.73,2.00,1.24,23.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2003Q3,0.86,1.27309,44.0186,99.66,90.25,2.00,1.13,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2003Q4,0.96,1.20596,48.7547,100.31,90.69,2.00,1.17,27.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2004Q1,1.98,1.35769,58.7192,101.16,92.97,2.00,1.12,29.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2004Q2,2.06,1.98552,63.3967,100.27,95.32,2.00,1.30,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2004Q3,3.10,2.16844,66.3729,100.35,97.29,2.00,1.75,41.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2004Q4,3.18,2.72811,74.7353,101.14,97.87,2.00,2.30,48.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2005Q1,1.35,2.86605,85.6642,101.12,96.87,2.00,2.83,44.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2005Q2,2.89,2.41038,91.9675,100.27,99.43,2.00,3.28,49.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2005Q3,1.74,2.21472,107.956,99.52,100.47,2.00,3.77,60.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2005Q4,3.57,1.73996,114.413,99.10,102.99,2.25,4.34,59.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2006Q1,4.46,1.18759,133.211,99.09,104.84,2.5,4.76,65.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2006Q2,2.58,1.72226,127.582,100.04,106.45,2.75,5.21,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2006Q3,3.39,1.57986,123.829,100.46,108.50,3.00,5.43,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2006Q4,4.27,1.30829,138.433,100.39,110.92,3.5,5.37,56.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2007Q1,4.26,1.65507,147.709,100.67,112.81,3.75,5.36,55.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2007Q2,4.70,1.90289,158.541,101.12,113.40,4.00,5.36,67.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2007Q3,2.79,1.93316,150.872,101.21,113.91,4.00,5.45,77.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2007Q4,3.16,3.17713,151.576,102.04,115.01,4.00,5.03,88.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2008Q1,3.61,3.32137,125.573,102.59,118.44,4.00,3.26,93.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2008Q2,2.56,3.60593,137.86,103.40,118.12,4.00,2.75,110.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2008Q3,1.94,3.7287,109.837,102.36,116.60,4.25,2.91,122.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2008Q4,-2.13,2.22237,60.7096,101.31,111.17,2.5,2.72,61.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2009Q1,-6.01,1.10309,53.7599,102.78,104.87,1.5,1.24,44.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2009Q2,-6.26,0.279664,66.3675,103.17,100.61,1.00,0.85,50.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2009Q3,-3.32,0.03101,80.8551,103.44,101.58,1.00,0.41,69.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2009Q4,0.26,0.621054,81.3849,103.92,105.14,1.00,0.27,75.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2010Q1,0.10,1.4027,82.7697,102.09,105.79,1.00,0.26,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2010Q2,2.40,1.95228,80.4208,100.01,109.67,1.00,0.44,86.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2010Q3,2.37,1.79678,81.2495,99.73,112.32,1.00,0.39,78.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2010Q4,2.13,2.09874,89.4815,100.49,114.20,1.00,0.29,82.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2011Q1,5.21,2.86099,94.7729,100.23,116.73,1.00,0.31,97.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2011Q2,4.18,3.29451,91.8894,101.10,117.56,1.25,0.26,127.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2011Q3,2.10,3.53216,74.8147,100.57,117.28,1.5,0.30,116.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2011Q4,0.16,3.37525,62.5967,100.42,117.92,1.00,0.48,110.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2012Q1,1.91,2.58508,70.3556,99.35,117.86,1.00,0.51,111.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2012Q2,-0.25,2.22294,65.5392,98.90,119.34,1.00,0.47,119.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2012Q3,0.54,2.34953,66.9586,98.03,119.22,0.75,0.42,107.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2012Q4,1.31,2.78489,75.3408,98.95,119.00,0.75,0.32,110.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2013Q1,-0.30,2.48804,79.468,100.05,118.41,0.75,0.29,116.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2013Q2,0.24,2.14308,77.1738,100.22,119.65,0.5,0.28,102.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2013Q3,0.52,1.8239,79.8013,100.76,119.58,0.5,0.26,108.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2013Q4,1.07,1.55715,85.2709,101.34,118.76,0.25,0.24,108.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2014Q1,.,.,.,.,.,0.25,.,110.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2014Q2,.,.,.,.,.,0.15,.,108.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2014Q3,.,.,.,.,.,0.05,.,106.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Austria,2014Q4,.,.,.,.,.,0.05,.,85.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1980Q1,.,6.32242,13.1786,106.70,65.18,12.17,16.29,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1980Q2,.,6.35389,12.5903,106.83,63.53,13.67,12.96,38.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1980Q3,.,6.52309,12.2373,106.75,62.33,12.00,10.88,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1980Q4,.,7.38158,11.7666,103.83,60.01,12.00,16.63,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1981Q1,-3.16,7.22275,11.2175,101.10,60.87,13.33,16.81,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1981Q2,0.01,7.255,10.1585,100.19,61.32,13.33,17.70,37.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1981Q3,0.94,8.09652,9.45251,99.96,60.72,13.00,18.50,33.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1981Q4,1.11,7.91542,9.37406,100.42,62.16,13.67,14.46,36.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1982Q1,1.76,7.62115,11.6097,95.24,60.91,13.67,15.68,35.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1982Q2,0.32,9.24972,12.0412,90.07,61.95,14.00,15.18,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1982Q3,0.40,9.08464,11.7666,89.49,61.11,13.00,12.71,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1982Q4,-0.01,8.92047,12.5118,89.00,60.80,11.67,9.58,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1983Q1,-0.34,8.68043,12.8256,89.95,61.39,11.33,9.40,31.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
Belgium,1983Q2,-0.58,7.60232,14.9044,88.87,61.99,9.5,9.41,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
